FacilityID,FacilityName,VOCs,TSP,SOx,NOx,Total,Total(不含VOCs)
K7102272,惠普股份有限公司國浦廠,0,2.547,0.051,0.764,3.362,3.362
H4302210,葡萄王生技股份有限公司,0.065,0.249,1.767,1.344,3.425,3.36
H4708990,日源紙業股份有限公司,0,0.001,0.686,2.662,3.349,3.349
L8801105,永日化學工業股份有限公司,26.255,0,1.976,1.37,29.601,3.346
R8700126,豐旗實業股份有限公司,0,3.335,0,0,3.335,3.335
H4889856,晨光興業有限公司,0.015,0.312,1.149,1.87,3.346,3.331
N2806344,環泰企業股份有限公司埤頭廠,0,0,0.427,2.897,3.324,3.324
R8700457,泰慶皮革塑膠工業股份有限公司,4.262,0.103,1.811,1.406,7.582,3.32
H4801405,柏虹染整企業股份有限公司,0.222,0.11,0.577,2.633,3.542,3.32
N1101199,南銧企業股份有限公司員林廠,0.211,0.316,1.924,1.079,3.53,3.319
G3000689,新元發實業股份有限公司,0,3.265,0.013,0.033,3.311,3.311
K72A4488,康普材料股份有限公司,0,0,1.955,1.356,3.311,3.311
H4600588,彩力染整股份有限公司,0.35,0.224,1.47,1.616,3.66,3.31
L95A2041,台灣積體電路製造股份有限公司15廠,8.181,0,0.612,2.695,11.488,3.307
G3200125,公昌工礦股份有限公司,0,3.307,0,0,3.307,3.307
K7300394,嘉勤紙業股份有限公司,0,1.291,1.253,0.762,3.306,3.306
H4605001,華潔洗滌股份有限公司桃園廠,1.629,0.481,0.323,2.501,4.934,3.305
U9101019,臺灣菸酒股份有限公司花蓮酒廠,22.913,0.32,0.234,2.747,26.214,3.301
F13A5871,昌展工業有限公司,0.178,0.115,0.396,2.786,3.475,3.297
K7700643,光瑩礦物企業股份有限公司,0.051,2.174,0.659,0.457,3.341,3.29
H53A2265,中國炭素工業股份有限公司,0.029,0.976,1.358,0.949,3.312,3.283
F1512834,常盟企業股份有限公司,0.553,0,1.938,1.344,3.835,3.282
L0502721,偉霸工業股份有限公司,7.656,0.456,1.653,1.171,10.936,3.28
L9100045,嘉陽鑄造工業股份有限公司,0.5,3.175,0.057,0.047,3.779,3.279
H4700592,吉發染整股份有限公司,0.13,0.565,0.114,2.599,3.408,3.278
J6000570,尖石工業股份有限公司橫山廠,0,3.277,0,0,3.277,3.277
Q66A0723,鑫立鑄造廠有限公司,0.182,3.046,0.067,0.158,3.453,3.271
Q77A2203,承慶企業有限公司,0.6,1.741,0.774,0.751,3.866,3.266
Q6900081,任建企業股份有限公司,0,3.265,0,0,3.265,3.265
E49A1799,塑美貝科技股份有限公司,1.737,0.287,1.486,1.488,4.998,3.261
L9505684,天台砂石股份有限公司,0,3.261,0,0,3.261,3.261
R9701270,竑榮實業股份有限公司,0,3.259,0,0,3.259,3.259
N2801152,榮洲紡織股份有限公司,0.582,0.328,1.278,1.645,3.833,3.251
F0802464,永晟實業股份有限公司,0.084,0.968,0.831,1.443,3.326,3.242
N29A0142,富鼎資源科技股份有限公司,1.785,0.686,0.612,1.943,5.026,3.241
E56A3299,鴻立鋼鐵股份有限公司,0.444,1.782,0.013,1.442,3.681,3.237
J5901765,花王(台灣)股份有限公司新竹廠,2.766,1.276,0.987,0.957,5.986,3.22
N0900385,李商號實業股份有限公司,0,0.46,1.586,1.173,3.219,3.219
H5005710,新三亞預拌混凝土廠股份有限公司,0,3.212,0,0,3.212,3.212
E2204098,國產建材實業股份有限公司仁武廠,0,3.207,0,0,3.207,3.207
L8801141,巨大機械工業股份有限公司,13.782,0.024,0,3.179,16.985,3.203
H5201141,易增股份有限公司,1.672,0.012,1.053,2.138,4.875,3.203
L0402271,興威股份有限公司太平廠,0,3.194,0,0,3.194,3.194
S2500527,中鴻鋼鐵股份有限公司冷軋廠,0.435,0.481,0.034,2.67,3.62,3.185
D27A2895,遠鼎股份有限公司台南分公司,0.02,0,0,3.185,3.205,3.185
H43D2876,華強實業股份有限公司中壢廠,0,0.218,1.56,1.401,3.179,3.179
N1101064,廣成產業股份有限公司,0,2.646,0.223,0.303,3.172,3.172
V75A7753,臺東縣農會飼料廠,0,2.575,0.348,0.241,3.164,3.164
G38A5431,薛長興工業股份有限公司彈性紗廠,2.131,0.191,1.722,1.248,5.292,3.161
R1003633,東誠泰實業股份有限公司,0.078,0.203,1.637,1.321,3.239,3.161
N1305875,富竹實業股份有限公司,0.149,0.139,1.536,1.484,3.308,3.159
H5302723,錦源鑄造工業股份有限公司,4.37,1.666,0.97,0.518,7.524,3.154
D9000746,台灣積體電路製造股份有限公司十四B廠,4.002,0,0.219,2.918,7.139,3.137
L9101766,民峰實業股份有限公司梧棲預拌混凝土廠,0,3.137,0,0,3.137,3.137
N0809785,大詠城機械股份有限公司,0.276,2.635,0.456,0.044,3.411,3.135
N11A3617,立錡能源科技有限公司,0,0.482,0.946,1.707,3.135,3.135
H4600597,台光染整股份有限公司海湖廠,0.26,0.17,0.43,2.533,3.393,3.133
N1000964,榮嘉企業股份有限公司彰化工廠,3.319,0.35,1.208,1.568,6.445,3.126
R0400923,士成興業有限公司,0.212,2.824,0.183,0.119,3.338,3.126
S20A1731,榮順混凝土有限公司,0,3.124,0,0,3.124,3.124
H5387431,聚紡股份有限公司觀音廠,121.768,0.171,0.94,2.001,124.88,3.112
M3302119,雙邦實業股份有限公司二廠,4.324,0.211,0.207,2.694,7.436,3.112
H5302170,台灣德聯高科股份有限公司桃園廠,1.754,0.117,1.5,1.485,4.856,3.102
B9301822,申伍鑄造股份有限公司三廠,0.388,3.019,0.07,0.012,3.489,3.101
P6100364,環大工程有限公司,0.204,1.461,1.037,0.597,3.299,3.095
G3701350,享正實業股份有限公司,0,3.095,0,0,3.095,3.095
L0200740,傳裕企業股份有限公司,0.538,2.906,0.156,0.032,3.632,3.094
P4607913,歐普仕化學科技股份有限公司,0.717,0.043,0.102,2.949,3.811,3.094
T57A0090,佑錸股份有限公司,1.238,2.216,0.571,0.298,4.323,3.085
H4601076,台灣水泥股份有限公司台北水泥製品廠桃園分廠,0,3.085,0,0,3.085,3.085
S1900578,東聯化學股份有限公司高雄林園廠,11.97,0.096,1.353,1.635,15.054,3.084
H43A9415,才豐科技興業股份有限公司,29.609,0.129,0.691,2.261,32.69,3.081
F0709413,瀚盛實業有限公司,0.348,0.647,1.108,1.322,3.425,3.077
R8400372,台灣史谷脫紙業股份有限公司新營廠,0,0.331,0.401,2.344,3.076,3.076
L9300269,聯合福興股份有限公司,0,0.201,1.606,1.264,3.071,3.071
G32A2091,晉瑜企業股份有限公司利澤廠,0,2.298,0.443,0.322,3.063,3.063
K7104632,美德向邦股份有限公司香山廠 ,0,0.385,0.341,2.336,3.062,3.062
L0000240,寶泰瀝青股份有限公司二廠,0.307,1.902,0.489,0.669,3.367,3.06
H5303042,聯璟實業有限公司,0.282,0.259,1.705,1.092,3.338,3.056
F07A6449,定慶企業股份有限公司,0.034,0.264,0.415,2.375,3.088,3.054
U95A0207,陸輝瀝青股份有限公司吉安瀝青混凝土拌合場,0.323,1.933,0.422,0.694,3.372,3.049
J5500491,台燿科技股份有限公司,2.544,0.052,0.633,2.358,5.587,3.043
H4507331,新航保麗龍股份有限公司,0,0.093,1.255,1.695,3.043,3.043
F2300490,國產建材實業股份有限公司八里廠,0,3.041,0,0,3.041,3.041
B2401445,明通化學製藥股份有限公司,0,0,1.822,1.211,3.033,3.033
N2300767,邦旭股份有限公司,0.243,0.014,1.685,1.324,3.266,3.023
T5704093,宏萊實業股份有限公司,1.454,0.539,1.587,0.896,4.476,3.022
J6101125,中國化學製藥股份有限公司新豐工廠,3.864,0.132,1.231,1.633,6.86,2.996
V8803393,互助營造股份有限公司-「台9線南迴公路安朔至草埔段C2隧道標(6k+300-11K+006)新建工程,0,2.995,0,0,2.995,2.995
R9400143,通用手套國際股份有限公司,0.901,0,0.219,2.772,3.892,2.991
G3900157,清石石材企業股份有限公司大洲廠,0,2.982,0,0,2.982,2.982
K7704936,富佑土資場有限公司,0,2.981,0,0,2.981,2.981
O1705328,國順預拌混凝土股份有限公司新竹廠,0,2.97,0,0,2.97,2.97
H5001712,榮成紙業股份有限公司龍潭廠,0.019,0.243,1.623,1.102,2.987,2.968
P6001795,吉升飼料有限公司,0,2.51,0.27,0.187,2.967,2.967
H4606277,聯致科技股份有限公司蘆竹廠,5.273,0,1.688,1.272,8.233,2.96
E54A7627,台灣中油股份有限公司前鎮堆置場,0,2.958,0,0,2.958,2.958
L9803756,全泰砂石股份有限公司外埔廠,0,2.955,0,0,2.955,2.955
L9307053,夆孟企業有限公司,0,2.953,0,0,2.953,2.953
L9700107,廣達混凝土股份有限公司石岡廠,0,2.949,0,0,2.949,2.949
D9200988,大成長城企業股份有限公司台南生技飼料廠,0,2.944,0,0,2.944,2.944
R8600078,珙榮石灰工廠股份有限公司仙草廠,0,2.943,0,0,2.943,2.943
R03A0450,群創光電股份有限公司樹谷分公司,94.683,0.211,1.951,0.778,97.623,2.94
H5380067,銘鈺精密工業股份有限公司二廠,1.086,0,1.729,1.199,4.014,2.928
P5806349,台灣塑膠工業股份有限公司海豐廠(丁醇廠),3.953,0.185,0.394,2.336,6.868,2.915
R0304131,聯華電子股份有限公司Fab12A廠,3.333,0.408,0.212,2.293,6.246,2.913
U9106425,益鉅股份有限公司（花蓮港控管裝卸中心）,0,2.912,0,0,2.912,2.912
H5006986,康地建材有限公司龍潭廠,0,2.903,0,0,2.903,2.903
H5102027,利百代國際實業股份有限公司平鎮廠,0.208,0,1.71,1.186,3.104,2.896
H4406357,屏榮食品股份有限公司,0,0,1.71,1.186,2.896,2.896
K6900907,揚泰工程股份有限公司,0.426,1.543,0.597,0.752,3.318,2.892
K77A0332,金晶矽砂股份有限公司中興廠,0.181,2.698,0,0.188,3.067,2.886
G3202432,賓志有限公司,0,2.884,0,0,2.884,2.884
L0300647,味全食品工業股份有限公司台中總廠,0,0.3,1.455,1.126,2.881,2.881
L9995124,聚豐砂石企業股份有限公司,0,2.881,0,0,2.881,2.881
H50A6430, 台灣積體電路製造股份有限公司先進封測三廠,5.655,0,0.028,2.849,8.532,2.877
H4501339,統一企業股份有限公司楊梅廠,0,0.089,0.731,2.055,2.875,2.875
H4600097,嘉利實業股份有限公司桃園廠,0,2.869,0,0,2.869,2.869
H4501688,地球綜合工業股份有限公司幼獅二廠,102.748,0.295,1.208,1.366,105.617,2.869
W0400156,金三榮工程股份有限公司太湖廠,0.025,2.593,0.171,0.101,2.89,2.865
K7107348,興銘工業股份有限公司第三廠,1.437,0,1.69,1.172,4.299,2.862
Q69A2596,金鼎鑄造股份有限公司,0.424,2.44,0.124,0.291,3.279,2.855
A4405822,亞太營建工程賸餘土石方及營建混合物資源處理場,0,2.852,0,0,2.852,2.852
O1700725,山內鑄造工業股份有限公司,0.279,2.307,0.49,0.042,3.118,2.839
R1401657,南良實業股份有限公司,4.376,0.244,1.443,1.15,7.213,2.837
R1401317,華新發塑膠工業股份有限公司,0.019,2.783,0.004,0.049,2.855,2.836
H4901035,永華機械工業股份有限公司八德廠,11.362,0,0.253,2.575,14.19,2.828
N1900218,台發磚廠股份有限公司,0.17,1.942,0.475,0.408,2.995,2.825
K6900658,得營砂石實業有限公司,0,2.819,0,0,2.819,2.819
K71A1409,國裕實業股份有限公司,0,0.401,0.678,1.738,2.817,2.817
B0200235,大順瀝青股份有限公司分廠,0.508,2.753,0.016,0.047,3.324,2.816
H4304803,合正科技股份有限公司,0.763,0.249,1.574,0.987,3.573,2.81
N1100816,僑豐造紙股份有限公司,0,0.107,1.563,1.14,2.81,2.81
R97A0921,宏展瀝青有限公司官田廠,0.008,1.763,0.596,0.45,2.817,2.809
F1505384,北橋工業股份有限公司,0.201,0,1.735,1.066,3.002,2.801
J5805277,大山土石股份有限公司,0,2.8,0,0,2.8,2.8
H4302710,名佳利銅工業股份有限公司,2.979,1.337,1.135,0.326,5.777,2.798
M3309725,協裕股份有限公司,0,0.358,1.372,1.065,2.795,2.795
N0725551,元祥金屬工業股份有限公司第二廠,0,2.641,0.017,0.137,2.795,2.795
T5104048,鴻運企業行,0,2.795,0,0,2.795,2.795
G3604614,蘭陽溪砂石商行有限公司,0,2.794,0,0,2.794,2.794
U9303157,大元行,0,2.792,0,0,2.792,2.792
H4312305,名佳利金屬工業股份有限公司中壢二廠,1.352,1.377,0.241,1.169,4.139,2.787
Q8100043,欣欣水泥企業股份有限公司嘉義工廠,0,2.784,0,0,2.784,2.784
S20A3420,天山資材股份有限公司,0,2.781,0,0,2.781,2.781
W0500017,金門酒廠實業股份有限公司金城廠,26.66,0.204,0.088,2.478,29.43,2.77
N3204504,源鑫實業有限公司,0,2.765,0,0,2.765,2.765
M3309967,有郁實業股份有限公司二廠,3.066,0.269,1.421,1.068,5.824,2.758
L9302236,均泰實業股份有限公司,0,2.754,0,0,2.754,2.754
F0705639,連強紡織有限公司,0.019,0,1.624,1.127,2.77,2.751
H5101253,光正股份有限公司,0.006,0,1.579,1.169,2.754,2.748
D1405918,亞東預拌混凝土股份有限公司永康廠,0,2.748,0,0,2.748,2.748
K6900881,協發企業股份有限公司,0,2.746,0,0,2.746,2.746
D28A2959,亞東預拌混凝土股份有限公司台南廠,0,2.744,0,0,2.744,2.744
L9302138,榮成紙業股份有限公司神岡廠,0.611,0.217,1.455,1.066,3.349,2.738
E2000867,顏祥開發有限公司,0,2.737,0,0,2.737,2.737
R8600087,新興化學工廠,0,2.737,0,0,2.737,2.737
H4507340,王佳實業股份有限公司楊梅廠,13.442,0.004,1.84,0.889,16.175,2.733
S2009552,協志企業有限公司-大發廠,0.127,0.779,1.152,0.799,2.857,2.73
G38A5411,薛長興工業股份有限公司三結廠,1.56,0.695,1.088,0.94,4.283,2.723
S3000188,威翔實業股份有限公司,0,2.629,0,0.09,2.719,2.719
F0801485,金陶窯業股份有限公司,0.093,1.541,0.482,0.688,2.804,2.711
T4300877,中華食品實業股份有限公司屏東廠,0,0.203,1.486,1.02,2.709,2.709
O1751197,世界先進積體電路股份有限公司晶圓二廠,4.364,0,0.067,2.64,7.071,2.707
L91A3267,台瑋企業股份有限公司二廠,0.345,2.054,0.186,0.466,3.051,2.706
F0721320,樹昇開發股份有限公司樹林廠,0.189,0.162,1.425,1.108,2.884,2.695
N1001005,龍口食品企業股份有限公司北斗廠,0,0,1.591,1.104,2.695,2.695
S1665412,聖鑫興業有限公司岡山廠,1.052,1.45,0.192,1.048,3.742,2.69
L91A2348,大聖交通股份有限公司,0,2.689,0,0,2.689,2.689
N1702570,元成預拌混凝土股份有限公司,0,2.682,0,0,2.682,2.682
F0800399,協裕窯業股份有限公司,0,0.005,0.338,2.337,2.68,2.68
P5500039,國昇瀝青工業股份有限公司,0.154,1.257,0.955,0.465,2.831,2.677
S1900596,亞洲聚合股份有限公司,9.914,0.963,0.176,1.535,12.588,2.674
R9001677,台灣積體電路製造股份有限公司十四廠,10.811,0,0.36,2.312,13.483,2.672
K7900214,利享紙業有限公司,0,0.14,1.464,1.066,2.67,2.67
T52A0679,九地企業有限公司,0,2.67,0,0,2.67,2.67
H49A6283,新群鼎實業有限公司八德廠,0,2.669,0,0,2.669,2.669
S2201145,台精化學工業股份有限公司,1.542,0.017,0.865,1.782,4.206,2.664
H48A4787,野熊科技有限公司,18.054,0.491,1.282,0.89,20.717,2.663
T4200701,再聯企業股份有限公司二廠,0.088,2.574,0.026,0.061,2.749,2.661
H4601325,建中工程股份有限公司桃園廠,0.252,1.301,0.661,0.697,2.911,2.659
Q7600964,三元化工股份有限公司,0,0,1.471,1.188,2.659,2.659
T5600367,仁雲企業社,0,2.658,0,0,2.658,2.658
S2002151,立竑預拌股份有限公司,0,2.656,0,0,2.656,2.656
E56A8437,凱景實業股份有限公司小港廠,0.639,0.001,0,2.654,3.294,2.655
H4901026,太平洋電線電纜股份有限公司桃園工廠,0.656,0.133,1.342,1.175,3.306,2.65
F0800111,六志工業股份有限公司,0.031,1.98,0.197,0.464,2.672,2.641
F0801627,源生陶瓷股份有限公司,0.239,1,0.685,0.955,2.879,2.64
T5006225,齊泰實業有限公司,0,2.638,0,0,2.638,2.638
H4202617,友聯車材製造股份有限公司,10.586,0.223,1.169,1.244,13.222,2.636
R11A0800,詠固混凝土有限公司,0,2.635,0,0,2.635,2.635
Q6604048,長庚醫療財團法人嘉義長庚紀念醫院,0,0.18,1.608,0.845,2.633,2.633
F1606662,南亞科技股份有限公司三廠,4.12,0,0.543,2.087,6.75,2.63
E4800427,高雄榮民總醫院,0,0,1.301,1.328,2.629,2.629
B2401810,保佑實業股份有限公司,0.12,0.118,1.496,1.008,2.742,2.622
H4501053,華新麗華股份有限公司楊梅廠,49.043,0.991,0.787,0.838,51.659,2.616
J59A9274,聯亞藥業股份有限公司,0.001,0,1.541,1.069,2.611,2.61
R8401431,鴻勝鋁業股份有限公司,0.787,1.419,0.981,0.202,3.389,2.602
N2900187,穩檉紙業股份有限公司,0,0.105,1.445,1.051,2.601,2.601
H4302925,大洋塑膠工業股份有限公司中壢廠,1.888,2.598,0,0,4.486,2.598
H4701455,福盈科技化學股份有限公司大園廠,4.159,0.022,1.52,1.054,6.755,2.596
R9200134,台灣糖業股份有限公司新營副產加工廠,0,2.533,0,0.061,2.594,2.594
U9505204,威神企業有限公司,0,2.591,0,0,2.591,2.591
S2601234,東遠股份有限公司燕巢廠,0,2.585,0,0,2.585,2.585
B23B4456,和昇能源科技股份有限公司,0,0.405,0.094,2.083,2.582,2.582
J6200169,榮大砂石股份有限公司,0,2.575,0,0,2.575,2.575
S2902530,力漢企業股份有限公司,0,2.118,0.27,0.187,2.575,2.575
H48B1413,旭昇欣業有限公司,0.188,0,1.52,1.054,2.762,2.574
H5303588,侑晉科技股份有限公司觀音廠,0.033,0,1.71,0.864,2.607,2.574
E56A8576,金吉鑫企業有限公司,0,2.568,0,0,2.568,2.568
H5200224,金百利股份有限公司中壢廠,0,0.065,0,2.501,2.566,2.566
H4901213,順強紙器股份有限公司二廠,0.076,0.122,1.39,1.052,2.64,2.564
D9001298,山榮工程有限公司善化廠,0,2.557,0,0,2.557,2.557
R9000465,佳大化工股份有限公司,0,1.061,0,1.495,2.556,2.556
F1707100,淳家國際股份有限公司(土石方資源堆置場),0,2.552,0,0,2.552,2.552
P5802403,寓源機械開發有限公司,0,2.551,0,0,2.551,2.551
H5304003,立松化工股份有限公司,0.37,0.137,1.253,1.16,2.92,2.55
T5402281,全興飼料股份有限公司屏東廠,0,0,1.628,0.922,2.55,2.55
H5301217,先豐通訊股份有限公司觀音廠,2.795,0.285,1.337,0.927,5.344,2.549
S2600326,郁豐營造有限公司,0.339,0.732,0.421,1.396,2.888,2.549
F1500861,天益實業股份有限公司,0.168,0.097,0.507,1.939,2.711,2.543
T5804347,福來群企業有限公司,0,2.541,0,0,2.541,2.541
R1003642,展維鋁業股份有限公司,4.283,0.429,0.319,1.791,6.822,2.539
N2900829,普裕興業股份有限公司,13.151,0.689,1.182,0.667,15.689,2.538
U9700218,政旺企業股份有限公司,0,2.536,0,0,2.536,2.536
H4502292,萬洲化學股份有限公司楊梅二廠,153.384,0.33,0.05,2.154,155.918,2.534
H48A1090,尚佳纖維股份有限公司,4.48,0,1.574,0.958,7.012,2.532
H4302416,宏國窯業股份有限公司,0.06,2.085,0.055,0.388,2.588,2.528
P6204045,暢展實業有限公司,0,0.455,1.272,0.8,2.527,2.527
Q69A0530,以成科技股份有限公司,1.835,0,1.492,1.034,4.361,2.526
H4405752,一全興業股份有限公司大溪廠,0.046,0,1.492,1.034,2.572,2.526
T52A0699,龍鼎昌砂石股份有限公司,0,2.524,0,0,2.524,2.524
N0809089,大倡國際商務股份有限公司,0,0.488,0.039,1.995,2.522,2.522
X0401559,龍峰預拌混凝土有限公司,0,2.514,0,0,2.514,2.514
F1607114,世享勝業有限公司,0.022,0,1.584,0.923,2.529,2.507
H4202877,漢華鋼鐵股份有限公司,2.078,0.099,0.891,1.517,4.585,2.507
H4400800,太平洋電線電纜股份有限公司大溪工廠,5.226,0.81,0.585,1.11,7.731,2.505
Q6900803,三鉢紙業有限公司,0,0.123,0.252,2.119,2.494,2.494
R0305834,台灣穗高科技股份有限公司,1.425,1.335,0.087,1.071,3.918,2.493
M3501014,昇運砂石股份有限公司,0,2.485,0,0,2.485,2.485
H52A3486,華展工業股份有限公司,0,0,0.75,1.734,2.484,2.484
L8802488,益有機械股份有限公司,0.875,2.224,0.141,0.114,3.354,2.479
H4602199,義美食品股份有限公司南崁廠,0,0.071,0.176,2.229,2.476,2.476
S2603390,鼎泰水泥股份有限公司,0,2.471,0,0,2.471,2.471
S3201096,國精化學股份有限公司永安廠,9.675,0.266,0.64,1.558,12.139,2.464
S26A0199,勵龍股份有限公司,0.262,2.012,0.26,0.19,2.724,2.462
H4800239,俊行記實業股份有限公司龜山廠,0.855,0.784,0.758,0.912,3.309,2.454
F17A1205,羅立工程有限公司嘉寶營建剩餘土石方資源處理場,0,2.452,0,0,2.452,2.452
U9106498,晉瑜企業股份有限公司花蓮研磨廠,0,1.304,0.148,1,2.452,2.452
H5103515,力特光電科技股份有限公司平鎮廠,1.71,0,1.818,0.632,4.16,2.45
M33A6131,三晃股份有限公司南崗廠,1.202,0.332,0.656,1.458,3.648,2.446
L9506056,華邦電子股份有限公司中科廠,2.018,0.047,0.068,2.33,4.463,2.445
P4700688,幸鑫食品工業股份有限公司斗南廠,0,0.186,1.357,0.9,2.443,2.443
K7700723,國翔砂石工業股份有限公司,0,2.441,0,0,2.441,2.441
D1410124,統一企業股份有限公司永康飼料廠,0,2.437,0,0,2.437,2.437
R1008736,福甲金屬企業股份有限公司分廠,0.905,0.422,1.076,0.934,3.337,2.432
H4304198,錦誠實業股份有限公司,0.32,0,1.434,0.995,2.749,2.429
J5901676,德亞樹脂股份有限公司,4.412,0.161,1.121,1.145,6.839,2.427
M3400594,新光華造紙股份有限公司,0,0,1.409,1.018,2.427,2.427
